Time,VirtualPosition,RealPosition,Recommendation
"2022-05-15 16:02:26","(0.000000,1.117600,0.000000)","(0.000000,1.117600,0.000000)",0.000000
"2022-05-15 16:02:26","(-0.015625,1.114123,0.003552)","(0.175442,-1.078559,-0.039996)",0.000000
"2022-05-15 16:02:26","(-0.015625,1.114123,0.003552)","(0.175442,-1.078559,-0.039996)",0.000000
"2022-05-15 16:02:26","(-0.017262,1.113749,0.006468)","(0.034007,-1.109924,-0.036252)",0.000000
"2022-05-15 16:02:26","(-0.017262,1.113749,0.006468)","(0.034007,-1.109924,-0.036252)",0.000000
"2022-05-15 16:02:26","(-0.018930,1.113594,0.008064)","(0.035990,-1.112009,-0.024384)",0.000000
"2022-05-15 16:02:26","(-0.019093,1.113217,0.008412)","(0.020767,-1.109360,-0.012024)",0.250000
"2022-05-15 16:02:26","(-0.018858,1.113240,0.009144)","(0.016450,-1.113475,-0.016620)",0.250000
"2022-05-15 16:02:27","(-0.018676,1.113195,0.009852)","(0.016802,-1.112734,-0.017028)",0.250000
"2022-05-15 16:02:27","(-0.018692,1.113213,0.010464)","(0.018865,-1.113397,-0.016740)",0.250000
"2022-05-15 16:02:27","(-0.019364,1.113177,0.011544)","(0.026244,-1.112809,-0.022620)",0.250000
"2022-05-15 16:02:27","(-0.020084,1.113775,0.014088)","(0.027448,-1.119892,-0.040176)",0.250000
"2022-05-15 16:02:27","(-0.021799,1.112858,0.018960)","(0.039337,-1.103479,-0.068664)",0.181028
"2022-05-15 16:02:27","(-0.026239,1.112851,0.025968)","(0.071653,-1.112779,-0.097668)",0.068316
"2022-05-15 16:02:27","(-0.031024,1.109713,0.032316)","(0.079958,-1.077616,-0.097284)",0.042350
"2022-05-15 16:02:27","(-0.038783,1.106700,0.042216)","(0.118148,-1.075882,-0.143508)",0.024091
"2022-05-15 16:02:27","(-0.043966,1.103466,0.050880)","(0.096986,-1.070388,-0.139416)",0.068188
"2022-05-15 16:02:27","(-0.050341,1.095124,0.064344)","(0.115549,-1.009798,-0.202092)",0.077134
"2022-05-15 16:02:27","(-0.055934,1.095365,0.081972)","(0.113142,-1.097831,-0.262248)",0.099807
"2022-05-15 16:02:27","(-0.059059,1.095144,0.097536)","(0.091018,-1.092883,-0.256824)",0.142376
"2022-05-15 16:02:27","(-0.060757,1.099322,0.120048)","(0.078122,-1.142055,-0.350280)",0.143890
"2022-05-15 16:02:27","(-0.061040,1.098089,0.139404)","(0.063947,-1.085478,-0.337308)",0.172462
"2022-05-15 16:02:27","(-0.060467,1.097461,0.168972)","(0.054590,-1.091038,-0.471492)",0.134424
