Time,VirtualPosition,RealPosition,Recommendation
"2022-06-15 15:40:08","(0.000000,1.117600,0.000000)","(0.000000,1.117600,0.000000)",0.000000
"2022-06-15 15:40:08","(-0.025549,1.134249,0.018615)","(-0.286878,1.304542,0.209015)",0.000000
"2022-06-15 15:40:08","(-0.025549,1.134249,0.018615)","(-0.286878,1.304542,0.209015)",0.000000
"2022-06-15 15:40:08","(-0.025549,1.134249,0.018615)","(-0.286878,1.304542,0.209015)",0.000000
"2022-06-15 15:40:08","(-0.021268,1.129165,0.022967)","(0.022522,1.077165,0.067549)",0.000000
"2022-06-15 15:40:08","(-0.021268,1.129165,0.022967)","(0.022522,1.077165,0.067549)",0.000000
"2022-06-15 15:40:08","(-0.005539,1.123852,0.024633)","(0.155348,1.069508,0.041726)",0.000000
"2022-06-15 15:40:08","(-0.000667,1.121752,0.022992)","(0.049155,1.100272,0.006230)",0.250000
"2022-06-15 15:40:08","(0.003256,1.118707,0.020570)","(0.043386,1.087561,-0.004131)",0.250000
"2022-06-15 15:40:08","(0.005509,1.115910,0.019490)","(0.028546,1.087302,0.008364)",0.250000
"2022-06-15 15:40:08","(0.006132,1.112519,0.018496)","(0.012518,1.077834,0.008321)",0.250000
"2022-06-15 15:40:08","(0.005067,1.112415,0.018785)","(-0.005830,1.111350,0.021692)",-0.250000
"2022-06-15 15:40:09","(0.001805,1.112916,0.019771)","(-0.031555,1.118041,0.029911)",-0.250000
"2022-06-15 15:40:09","(-0.004513,1.115594,0.023214)","(-0.069142,1.142986,0.058378)",-0.202914
"2022-06-15 15:40:09","(-0.012533,1.117313,0.027676)","(-0.094572,1.134896,0.073397)",-0.151643
"2022-06-15 15:40:09","(-0.027650,1.116796,0.035895)","(-0.182257,1.111508,0.119994)",-0.083993
"2022-06-15 15:40:09","(-0.039590,1.116685,0.043979)","(-0.161723,1.115550,0.126616)",-0.069355
"2022-06-15 15:40:09","(-0.052710,1.118137,0.056941)","(-0.186903,1.132988,0.189524)",-0.013039
"2022-06-15 15:40:09","(-0.061705,1.118117,0.071247)","(-0.153713,1.117912,0.217617)",0.053583
"2022-06-15 15:40:09","(-0.066950,1.116637,0.083283)","(-0.120611,1.101499,0.206337)",0.117566
"2022-06-15 15:40:09","(-0.073870,1.114082,0.099773)","(-0.144644,1.087948,0.268515)",0.096624
"2022-06-15 15:40:09","(-0.079175,1.110796,0.115260)","(-0.133420,1.077185,0.273513)",0.123266
"2022-06-15 15:40:09","(-0.085763,1.107121,0.138703)","(-0.153152,1.069532,0.378607)",0.109883
"2022-06-15 15:40:09","(-0.090231,1.108245,0.167314)","(-0.135935,1.119742,0.459943)",0.131639
"2022-06-15 15:40:09","(-0.092240,1.108938,0.192006)","(-0.112791,1.116026,0.444584)",0.166601
"2022-06-15 15:40:09","(-0.093085,1.108990,0.227792)","(-0.101729,1.109522,0.593853)",0.145182
"2022-06-15 15:40:09","(-0.092748,1.105713,0.270002)","(-0.089301,1.072195,0.701700)",0.133622
"2022-06-15 15:40:09","(-0.090697,1.102398,0.306808)","(-0.069719,1.068491,0.683341)",0.156603
"2022-06-15 15:40:09","(-0.085453,1.097037,0.361743)","(-0.031815,1.042202,0.923525)",0.129158
"2022-06-15 15:40:09","(-0.080025,1.093663,0.407099)","(-0.024501,1.059153,0.871012)",0.146906
"2022-06-15 15:40:09","(-0.070054,1.090830,0.472472)","(0.031920,1.061853,1.141185)",0.123934
"2022-06-15 15:40:09","(-0.056030,1.099577,0.543634)","(0.087426,1.189045,1.271464)",0.127491
"2022-06-15 15:40:10","(-0.044397,1.108415,0.599038)","(0.074577,1.198814,1.165843)",0.144218
"2022-06-15 15:40:10","(-0.029746,1.119328,0.660390)","(0.120113,1.230951,1.287826)",0.143487
"2022-06-15 15:40:10","(-0.021779,1.126712,0.703128)","(0.059716,1.202238,1.140275)",0.132924
"2022-06-15 15:40:10","(-0.012322,1.133366,0.757299)","(0.084395,1.201426,1.311448)",0.110047
"2022-06-15 15:40:10","(-0.005074,1.137755,0.807092)","(0.069073,1.182648,1.316318)",0.093432
"2022-06-15 15:40:10","(0.000117,1.141927,0.844925)","(0.053223,1.184600,1.231939)",0.094107
"2022-06-15 15:40:10","(0.007894,1.144741,0.894642)","(0.087421,1.173524,1.403103)",0.094644
"2022-06-15 15:40:10","(0.015609,1.145999,0.948745)","(0.094523,1.158865,1.502137)",0.080816
"2022-06-15 15:40:10","(0.021088,1.143768,0.990785)","(0.077137,1.120948,1.420800)",0.076989
"2022-06-15 15:40:10","(0.026412,1.140440,1.050583)","(0.080880,1.106400,1.662158)",0.042200
"2022-06-15 15:40:10","(0.029027,1.133579,1.095862)","(0.055757,1.063402,1.559121)",0.023235
"2022-06-15 15:40:10","(0.030005,1.122398,1.158006)","(0.040019,1.008034,1.793619)",-0.005401
"2022-06-15 15:40:10","(0.028483,1.117134,1.225360)","(0.012902,1.063291,1.914259)",-0.028972
"2022-06-15 15:40:10","(0.025711,1.114395,1.277363)","(-0.002636,1.086380,1.809259)",-0.051858
"2022-06-15 15:40:10","(0.020373,1.121154,1.348993)","(-0.034227,1.190287,2.081590)",-0.058917
"2022-06-15 15:40:10","(0.015886,1.128508,1.403146)","(-0.030009,1.203728,1.957066)",-0.068124
"2022-06-15 15:40:10","(0.010548,1.133948,1.467797)","(-0.044044,1.189590,2.129190)",-0.062943
