Time,VirtualPosition,RealPosition,Recommendation
"2022-05-17 19:27:36","(0.000000,1.117600,0.000000)","(0.000000,1.117600,0.000000)",0.000000
"2022-05-17 19:27:36","(0.020974,1.133026,0.216979)","(0.235499,1.290810,2.436432)",0.000000
"2022-05-17 19:27:36","(0.019294,1.132482,0.220597)","(0.002126,1.126918,0.257532)",0.000000
"2022-05-17 19:27:36","(0.017405,1.132246,0.222473)","(-0.001921,1.129832,0.241746)",0.000000
"2022-05-17 19:27:36","(0.016895,1.131982,0.222506)","(0.011673,1.129281,0.222739)",-0.250000
"2022-05-17 19:27:36","(0.016402,1.131845,0.223270)","(0.011366,1.130444,0.231055)",-0.250000
"2022-05-17 19:27:36","(0.016353,1.132029,0.224299)","(0.015833,1.133912,0.234990)",-0.115682
"2022-05-17 19:27:36","(0.016572,1.131661,0.225212)","(0.018823,1.127897,0.234425)",0.159536
"2022-05-17 19:27:36","(0.017355,1.130837,0.227520)","(0.025366,1.122408,0.251125)",0.226524
"2022-05-17 19:27:36","(0.018361,1.129308,0.230043)","(0.028643,1.113669,0.255806)",0.250000
"2022-05-17 19:27:36","(0.019550,1.128613,0.233711)","(0.031706,1.121504,0.271294)",0.196579
"2022-05-17 19:27:36","(0.022456,1.128884,0.243207)","(0.052185,1.131655,0.340366)",0.144983
"2022-05-17 19:27:36","(0.026821,1.126490,0.258313)","(0.071458,1.102004,0.412776)",0.110189
"2022-05-17 19:27:36","(0.031226,1.123774,0.272721)","(0.076299,1.095994,0.420196)",0.117303
"2022-05-17 19:27:36","(0.038353,1.121141,0.298252)","(0.111242,1.094209,0.559287)",0.076527
"2022-05-17 19:27:36","(0.046510,1.121444,0.330589)","(0.129940,1.124543,0.661410)",0.053827
"2022-05-17 19:27:36","(0.053266,1.118032,0.356966)","(0.122375,1.083133,0.626716)",0.058677
"2022-05-17 19:27:36","(0.060807,1.114189,0.400724)","(0.137954,1.074882,0.848277)",0.010593
"2022-05-17 19:27:36","(0.064979,1.113123,0.441411)","(0.107631,1.102220,0.857539)",-0.021836
"2022-05-17 19:27:36","(0.067771,1.111642,0.501021)","(0.096336,1.096493,1.110706)",-0.038660
"2022-05-17 19:27:36","(0.066918,1.107244,0.572102)","(0.058183,1.062260,1.299265)",-0.056001
"2022-05-17 19:27:36","(0.065699,1.100828,0.630236)","(0.053246,1.035203,1.224814)",-0.063717
"2022-05-17 19:27:36","(0.060683,1.090176,0.717369)","(0.009377,0.981222,1.608523)",-0.063177
"2022-05-17 19:27:37","(0.051289,1.078574,0.810312)","(-0.044807,0.959904,1.760994)",-0.076153
"2022-05-17 19:27:37","(0.039867,1.077165,0.889196)","(-0.076963,1.062754,1.696105)",-0.099750
"2022-05-17 19:27:37","(0.018979,1.078774,1.002906)","(-0.194677,1.095231,2.166034)",-0.096062
"2022-05-17 19:27:37","(0.002663,1.093878,1.095982)","(-0.164214,1.248368,2.047909)",-0.096316
