Time,VirtualPosition,RealPosition,Recommendation
"2022-05-15 15:52:47","(0.000000,1.117600,0.000000)","(0.000000,1.117600,0.000000)",0.000000
"2022-05-15 15:52:47","(0.022644,1.117643,0.086887)","(-0.022644,-1.117643,-0.086887)",0.000000
"2022-05-15 15:52:47","(0.021214,1.117525,0.088264)","(-0.021214,-1.117525,-0.088264)",0.000000
"2022-05-15 15:52:48","(0.020203,1.117310,0.090079)","(-0.020203,-1.117310,-0.090079)",0.000000
"2022-05-15 15:52:48","(0.020134,1.117332,0.091048)","(-0.020134,-1.117332,-0.091048)",0.250000
"2022-05-15 15:52:48","(0.020105,1.117036,0.091703)","(-0.020105,-1.117036,-0.091703)",0.250000
"2022-05-15 15:52:48","(0.020188,1.117074,0.092055)","(-0.020188,-1.117074,-0.092055)",0.008057
"2022-05-15 15:52:48","(0.020247,1.116952,0.092112)","(-0.020247,-1.116952,-0.092112)",0.250000
"2022-05-15 15:52:48","(0.020271,1.116749,0.092264)","(-0.020271,-1.116749,-0.092264)",0.250000
"2022-05-15 15:52:48","(0.020538,1.116784,0.092416)","(-0.020538,-1.116784,-0.092416)",0.250000
"2022-05-15 15:52:48","(0.020744,1.116597,0.092929)","(-0.020744,-1.116597,-0.092929)",0.157883
"2022-05-15 15:52:48","(0.020437,1.116387,0.093698)","(-0.020437,-1.116387,-0.093698)",0.250000
"2022-05-15 15:52:48","(0.019451,1.115888,0.094914)","(-0.019451,-1.115888,-0.094914)",0.250000
"2022-05-15 15:52:48","(0.017907,1.115939,0.097033)","(-0.017907,-1.115939,-0.097033)",0.250000
"2022-05-15 15:52:48","(0.016423,1.115773,0.099037)","(-0.016423,-1.115773,-0.099037)",0.250000
"2022-05-15 15:52:48","(0.014153,1.116176,0.102476)","(-0.014153,-1.116176,-0.102476)",0.250000
"2022-05-15 15:52:48","(0.011203,1.116993,0.107245)","(-0.011203,-1.116993,-0.107245)",0.250000
"2022-05-15 15:52:48","(0.007950,1.114665,0.112546)","(-0.007950,-1.114665,-0.112546)",0.250000
"2022-05-15 15:52:48","(0.002674,1.111826,0.120621)","(-0.002674,-1.111826,-0.120621)",0.250000
"2022-05-15 15:52:48","(-0.001426,1.107825,0.126787)","(0.001426,-1.107825,-0.126787)",0.250000
"2022-05-15 15:52:48","(-0.005713,1.106401,0.134406)","(0.005713,-1.106401,-0.134406)",0.250000
"2022-05-15 15:52:48","(-0.008918,1.107255,0.143203)","(0.008918,-1.107255,-0.143203)",0.250000
"2022-05-15 15:52:48","(-0.009726,1.109105,0.151306)","(0.009726,-1.109105,-0.151306)",0.250000
"2022-05-15 15:52:49","(-0.009503,1.109301,0.164122)","(0.009503,-1.109301,-0.164122)",0.075285
"2022-05-15 15:52:49","(-0.008426,1.108428,0.175598)","(0.008426,-1.108428,-0.175598)",0.141465
"2022-05-15 15:52:49","(-0.005314,1.109547,0.192774)","(0.005314,-1.109547,-0.192774)",0.206714
"2022-05-15 15:52:49","(0.000685,1.106695,0.210653)","(-0.000685,-1.106695,-0.210653)",0.250000
"2022-05-15 15:52:49","(0.007122,1.106365,0.224637)","(-0.007122,-1.106365,-0.224637)",0.250000
"2022-05-15 15:52:49","(0.016946,1.102956,0.243779)","(-0.016946,-1.102956,-0.243779)",0.250000
"2022-05-15 15:52:49","(0.029270,1.100569,0.263910)","(-0.029270,-1.100569,-0.263910)",0.250000
"2022-05-15 15:52:49","(0.039342,1.100742,0.279737)","(-0.039342,-1.100742,-0.279737)",0.250000
"2022-05-15 15:52:49","(0.050175,1.099797,0.300893)","(-0.050175,-1.099797,-0.300893)",0.250000
"2022-05-15 15:52:49","(0.059255,1.106151,0.317689)","(-0.059255,-1.106151,-0.317689)",0.250000
"2022-05-15 15:52:49","(0.069127,1.110690,0.339083)","(-0.069127,-1.110690,-0.339083)",0.231672
