17-05-2022_20-33-40 | Received virt pos: (0.000000,1.117600,0.000000)
17-05-2022_20-34-41 | Received real pos: (-4.038565,1.140742,-3.597230)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-3.778715,1.118521,-3.784738)
17-05-2022_20-34-41 | Received real pos: (-4.185507,1.121610,-3.521940)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-3.821240,1.116791,-3.759291)
17-05-2022_20-34-41 | Received real pos: (-4.256203,1.099096,-3.499008)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-3.854266,1.114237,-3.740323)
17-05-2022_20-34-41 | Received real pos: (-4.192069,1.088113,-3.546312)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-3.900477,1.107975,-3.716221)
17-05-2022_20-34-41 | Received real pos: (-4.373142,1.043925,-3.469696)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-3.935172,1.100934,-3.698439)
17-05-2022_20-34-41 | Received real pos: (-4.290048,1.028916,-3.516555)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-3.982356,1.094027,-3.676589)
17-05-2022_20-34-41 | Received real pos: (-4.464973,1.023380,-3.453100)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-4.031127,1.090412,-3.654368)
17-05-2022_20-34-41 | Received real pos: (-4.529975,1.053436,-3.427082)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-4.069417,1.097782,-3.637105)
17-05-2022_20-34-41 | Received real pos: (-4.461063,1.173165,-3.460533)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-4.120144,1.105663,-3.613978)
17-05-2022_20-34-41 | Received real pos: (-4.638999,1.186272,-3.377425)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-4.155510,1.109617,-3.596399)
17-05-2022_20-34-41 | Received real pos: (-4.517248,1.150061,-3.416596)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-41 | Received virt pos: (-4.202136,1.114576,-3.573121)
17-05-2022_20-34-41 | Received real pos: (-4.679046,1.165298,-3.335024)
17-05-2022_20-34-41 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.279136,1.118658,-3.529580)
17-05-2022_20-34-42 | Received real pos: (-5.066724,1.160410,-3.084226)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.323168,1.119572,-3.503383)
17-05-2022_20-34-42 | Received real pos: (-4.773541,1.128922,-3.235428)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.369653,1.118251,-3.476614)
17-05-2022_20-34-42 | Received real pos: (-4.845125,1.104738,-3.202811)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.403484,1.115333,-3.455681)
17-05-2022_20-34-42 | Received real pos: (-4.749517,1.085486,-3.241571)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.448997,1.107659,-3.426347)
17-05-2022_20-34-42 | Received real pos: (-4.914524,1.029166,-3.126306)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.494741,1.101046,-3.395092)
17-05-2022_20-34-42 | Received real pos: (-4.962628,1.033405,-3.075403)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.532232,1.098514,-3.370931)
17-05-2022_20-34-42 | Received real pos: (-4.915703,1.072616,-3.123802)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.579999,1.097161,-3.338214)
17-05-2022_20-34-42 | Received real pos: (-5.068581,1.083323,-3.003571)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.617547,1.102304,-3.314206)
17-05-2022_20-34-42 | Received real pos: (-5.001604,1.154908,-3.068642)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.664079,1.106907,-3.284630)
17-05-2022_20-34-42 | Received real pos: (-5.140029,1.153989,-2.982117)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.709118,1.111569,-3.255074)
17-05-2022_20-34-42 | Received real pos: (-5.169792,1.159254,-2.952763)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.742513,1.114699,-3.233477)
17-05-2022_20-34-42 | Received real pos: (-5.084094,1.146713,-3.012575)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.786687,1.115287,-3.208325)
17-05-2022_20-34-42 | Received real pos: (-5.238513,1.121301,-2.951058)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.830554,1.112981,-3.179644)
17-05-2022_20-34-42 | Received real pos: (-5.279244,1.089394,-2.886285)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.865314,1.109038,-3.155406)
17-05-2022_20-34-42 | Received real pos: (-5.220853,1.068708,-2.907489)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.912468,1.102072,-3.121345)
17-05-2022_20-34-42 | Received real pos: (-5.394777,1.030821,-2.772956)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.948641,1.095288,-3.095313)
17-05-2022_20-34-42 | Received real pos: (-5.318631,1.025899,-2.829048)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-4.998316,1.086737,-3.059609)
17-05-2022_20-34-42 | Received real pos: (-5.506411,0.999274,-2.694413)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-5.048281,1.080566,-3.025158)
17-05-2022_20-34-42 | Received real pos: (-5.559347,1.017447,-2.672779)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-5.085296,1.079727,-2.998842)
17-05-2022_20-34-42 | Received real pos: (-5.463900,1.071145,-2.729672)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-5.133645,1.083373,-2.962587)
17-05-2022_20-34-42 | Received real pos: (-5.628177,1.120665,-2.591758)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-5.180650,1.089128,-2.925933)
17-05-2022_20-34-42 | Received real pos: (-5.661438,1.147993,-2.551019)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-5.216222,1.096298,-2.897089)
17-05-2022_20-34-42 | Received real pos: (-5.580062,1.169635,-2.602062)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-42 | Received virt pos: (-5.259342,1.102942,-2.860885)
17-05-2022_20-34-42 | Received real pos: (-5.700395,1.170900,-2.490575)
17-05-2022_20-34-42 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.290864,1.104785,-2.832658)
17-05-2022_20-34-43 | Received real pos: (-5.613282,1.123636,-2.543943)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.332265,1.104925,-2.793068)
17-05-2022_20-34-43 | Received real pos: (-5.755730,1.106358,-2.388124)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.374831,1.100546,-2.752667)
17-05-2022_20-34-43 | Received real pos: (-5.810216,1.055755,-2.339430)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.406552,1.095294,-2.721581)
17-05-2022_20-34-43 | Received real pos: (-5.731003,1.041574,-2.403621)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.447179,1.085038,-2.678910)
17-05-2022_20-34-43 | Received real pos: (-5.862728,0.980135,-2.242454)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.487077,1.076421,-2.632967)
17-05-2022_20-34-43 | Received real pos: (-5.895174,0.988284,-2.163043)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.516611,1.074019,-2.597142)
17-05-2022_20-34-43 | Received real pos: (-5.818695,1.049450,-2.230709)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.556277,1.077542,-2.549974)
17-05-2022_20-34-43 | Received real pos: (-5.961993,1.113577,-2.067521)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.585323,1.081939,-2.515857)
17-05-2022_20-34-43 | Received real pos: (-5.882418,1.126914,-2.166895)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.623495,1.091665,-2.473198)
17-05-2022_20-34-43 | Received real pos: (-6.013936,1.191147,-2.036864)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.662976,1.100949,-2.433356)
17-05-2022_20-34-43 | Received real pos: (-6.066800,1.195910,-2.025837)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.692706,1.107530,-2.404627)
17-05-2022_20-34-43 | Received real pos: (-5.996800,1.174843,-2.110776)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.728309,1.109052,-2.367437)
17-05-2022_20-34-43 | Received real pos: (-6.092471,1.124619,-1.987041)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.763598,1.108025,-2.331718)
17-05-2022_20-34-43 | Received real pos: (-6.124546,1.097521,-1.966371)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.790930,1.104820,-2.305373)
17-05-2022_20-34-43 | Received real pos: (-6.070491,1.072039,-2.035906)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.828957,1.096501,-2.268974)
17-05-2022_20-34-43 | Received real pos: (-6.217915,1.011411,-1.896672)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.858424,1.087857,-2.239749)
17-05-2022_20-34-43 | Received real pos: (-6.159826,0.999443,-1.940823)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.898745,1.076396,-2.198770)
17-05-2022_20-34-43 | Received real pos: (-6.311163,0.959168,-1.779621)
17-05-2022_20-34-43 | Recommend Rotation: 0.250000
17-05-2022_20-34-43 | Received virt pos: (-5.941631,1.067766,-2.160353)
17-05-2022_20-34-43 | Received real pos: (-6.380284,0.979494,-1.767407)
17-05-2022_20-34-43 | Recommend Rotation: RESET:110.000000
17-05-2022_20-34-43 | Received virt pos: (-5.974093,1.064566,-2.130690)
17-05-2022_20-34-43 | Received real pos: (-6.306129,1.031836,-1.827287)
17-05-2022_20-34-43 | Recommend Rotation: 0.000000
17-05-2022_20-34-43 | Received virt pos: (-6.016298,1.068687,-2.088647)
17-05-2022_20-34-43 | Received real pos: (-6.447986,1.110838,-1.658612)
17-05-2022_20-34-43 | Recommend Rotation: 0.000000
17-05-2022_20-34-43 | Received virt pos: (-6.046497,1.072950,-2.058692)
17-05-2022_20-34-43 | Received real pos: (-6.355385,1.116554,-1.752301)
17-05-2022_20-34-43 | Recommend Rotation: 0.000000
17-05-2022_20-34-44 | Received virt pos: (-6.084352,1.082628,-2.016928)
17-05-2022_20-34-44 | Received real pos: (-6.471550,1.181619,-1.589749)
17-05-2022_20-34-44 | Recommend Rotation: 0.000000
17-05-2022_20-34-44 | Received virt pos: (-6.117963,1.090906,-1.976622)
17-05-2022_20-34-44 | Received real pos: (-6.461748,1.175577,-1.564356)
17-05-2022_20-34-44 | Recommend Rotation: 0.000000
17-05-2022_20-34-44 | Received virt pos: (-6.142699,1.092839,-1.947651)
17-05-2022_20-34-44 | Received real pos: (-6.395708,1.112610,-1.651324)
17-05-2022_20-34-44 | Recommend Rotation: 0.000000
17-05-2022_20-34-44 | Received virt pos: (-6.174758,1.093375,-1.907434)
17-05-2022_20-34-44 | Received real pos: (-6.502672,1.098857,-1.496078)
17-05-2022_20-34-44 | Recommend Rotation: 0.000000
17-05-2022_20-34-44 | Received virt pos: (-6.208211,1.089299,-1.866355)
17-05-2022_20-34-44 | Received real pos: (-6.550381,1.047608,-1.446182)
17-05-2022_20-34-44 | Recommend Rotation: 0.000000
17-05-2022_20-34-44 | Received virt pos: (-6.233104,1.084633,-1.835031)
17-05-2022_20-34-44 | Received real pos: (-6.487723,1.036908,-1.514638)
17-05-2022_20-34-44 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.548581,1.132477,-0.184096)
17-05-2022_20-34-48 | Received real pos: (23.909798,1.621845,16.702325)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.498016,1.133407,-0.158924)
17-05-2022_20-34-48 | Received real pos: (-2.980819,1.142919,0.098547)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.446981,1.130739,-0.132904)
17-05-2022_20-34-48 | Received real pos: (-2.924973,1.103449,0.133239)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.409296,1.126215,-0.111363)
17-05-2022_20-34-48 | Received real pos: (-3.023840,1.079942,0.108963)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.359938,1.115648,-0.082492)
17-05-2022_20-34-48 | Received real pos: (-2.855083,1.007565,0.212818)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.313957,1.105306,-0.051969)
17-05-2022_20-34-48 | Received real pos: (-2.843646,0.999524,0.260236)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.279306,1.097700,-0.027991)
17-05-2022_20-34-48 | Received real pos: (-2.924881,1.019902,0.217258)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.230068,1.101660,0.008244)
17-05-2022_20-34-48 | Received real pos: (-2.726442,1.142165,0.378868)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.192355,1.106132,0.034792)
17-05-2022_20-34-48 | Received real pos: (-2.806611,1.151874,0.306340)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.145550,1.115543,0.067756)
17-05-2022_20-34-48 | Received real pos: (-2.666811,1.211802,0.404922)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.098368,1.126374,0.097403)
17-05-2022_20-34-48 | Received real pos: (-2.615771,1.237158,0.400643)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.063798,1.131033,0.119584)
17-05-2022_20-34-48 | Received real pos: (-2.710202,1.178686,0.346466)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-48 | Received virt pos: (-3.016946,1.133325,0.147601)
17-05-2022_20-34-48 | Received real pos: (-2.537726,1.156769,0.434170)
17-05-2022_20-34-48 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.980818,1.130115,0.168592)
17-05-2022_20-34-49 | Received real pos: (-2.611286,1.097282,0.383301)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.932582,1.123335,0.195968)
17-05-2022_20-34-49 | Received real pos: (-2.439203,1.053986,0.475972)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.881542,1.114382,0.221632)
17-05-2022_20-34-49 | Received real pos: (-2.359485,1.022807,0.484137)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.843315,1.107188,0.239842)
17-05-2022_20-34-49 | Received real pos: (-2.452313,1.033604,0.426096)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.791441,1.098372,0.264160)
17-05-2022_20-34-49 | Received real pos: (-2.260854,1.008198,0.512901)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.737064,1.100534,0.287003)
17-05-2022_20-34-49 | Received real pos: (-2.180873,1.122648,0.520654)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.695259,1.108958,0.303995)
17-05-2022_20-34-49 | Received real pos: (-2.267663,1.195122,0.477792)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.642074,1.114636,0.325733)
17-05-2022_20-34-49 | Received real pos: (-2.098077,1.172712,0.548079)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.607032,1.120500,0.340806)
17-05-2022_20-34-49 | Received real pos: (-2.248608,1.180480,0.494977)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.560463,1.125741,0.362289)
17-05-2022_20-34-49 | Received real pos: (-2.084135,1.179348,0.582030)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.514707,1.130121,0.383906)
17-05-2022_20-34-49 | Received real pos: (-2.046698,1.174921,0.605014)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.479846,1.132572,0.399738)
17-05-2022_20-34-49 | Received real pos: (-2.123273,1.157643,0.561674)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.432456,1.133624,0.422011)
17-05-2022_20-34-49 | Received real pos: (-1.947732,1.144383,0.649830)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.384781,1.131952,0.444735)
17-05-2022_20-34-49 | Received real pos: (-1.897141,1.114851,0.677157)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.350101,1.128139,0.462736)
17-05-2022_20-34-49 | Received real pos: (-1.995381,1.089138,0.646863)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.302243,1.120216,0.488521)
17-05-2022_20-34-49 | Received real pos: (-1.812732,1.039176,0.752255)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.265637,1.118348,0.509066)
17-05-2022_20-34-49 | Received real pos: (-1.891215,1.099241,0.719208)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.215231,1.119228,0.538855)
17-05-2022_20-34-49 | Received real pos: (-1.699658,1.128229,0.843548)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-49 | Received virt pos: (-2.160061,1.129720,0.570051)
17-05-2022_20-34-49 | Received real pos: (-1.595759,1.237036,0.889142)
17-05-2022_20-34-49 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-2.119684,1.137632,0.591749)
17-05-2022_20-34-50 | Received real pos: (-1.706693,1.218560,0.813685)
17-05-2022_20-34-50 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-2.068901,1.138795,0.616294)
17-05-2022_20-34-50 | Received real pos: (-1.549473,1.150691,0.867347)
17-05-2022_20-34-50 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-2.016829,1.141351,0.638029)
17-05-2022_20-34-50 | Received real pos: (-1.484215,1.167494,0.860345)
17-05-2022_20-34-50 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-1.978421,1.142148,0.652473)
17-05-2022_20-34-50 | Received real pos: (-1.585568,1.150300,0.800215)
17-05-2022_20-34-50 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-1.930697,1.140378,0.671149)
17-05-2022_20-34-50 | Received real pos: (-1.442557,1.122274,0.862174)
17-05-2022_20-34-50 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-1.892644,1.138398,0.684546)
17-05-2022_20-34-50 | Received real pos: (-1.503424,1.118146,0.821567)
17-05-2022_20-34-50 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-1.839195,1.134548,0.703331)
17-05-2022_20-34-50 | Received real pos: (-1.292497,1.095168,0.895476)
17-05-2022_20-34-50 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-1.784614,1.128602,0.723371)
17-05-2022_20-34-50 | Received real pos: (-1.226337,1.067785,0.928344)
17-05-2022_20-34-50 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-1.741194,1.121115,0.737257)
17-05-2022_20-34-50 | Received real pos: (-1.297077,1.044534,0.879293)
17-05-2022_20-34-50 | Recommend Rotation: 0.000000
17-05-2022_20-34-50 | Received virt pos: (-1.684775,1.112338,0.752504)
17-05-2022_20-34-50 | Received real pos: (-1.107699,1.022563,0.908460)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.629617,1.103325,0.767112)
17-05-2022_20-34-50 | Received real pos: (-1.065439,1.011137,0.916523)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.588656,1.102855,0.778210)
17-05-2022_20-34-50 | Received real pos: (-1.169690,1.098047,0.891724)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.531080,1.109475,0.791728)
17-05-2022_20-34-50 | Received real pos: (-0.942170,1.177188,0.929999)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.489059,1.112947,0.803739)
17-05-2022_20-34-50 | Received real pos: (-1.059251,1.148460,0.926598)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.434681,1.119756,0.819059)
17-05-2022_20-34-50 | Received real pos: (-0.878482,1.189401,0.975757)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.384170,1.124155,0.835763)
17-05-2022_20-34-50 | Received real pos: (-0.867523,1.169150,1.006614)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.347003,1.125182,0.847713)
17-05-2022_20-34-50 | Received real pos: (-0.966843,1.135686,0.969937)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.293194,1.125108,0.862916)
17-05-2022_20-34-50 | Received real pos: (-0.742815,1.124351,1.018423)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.239253,1.121763,0.880961)
17-05-2022_20-34-50 | Received real pos: (-0.687523,1.087549,1.065527)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.198068,1.118018,0.893653)
17-05-2022_20-34-50 | Received real pos: (-0.776811,1.079713,1.023476)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-50 | Received virt pos: (-1.143229,1.108204,0.911673)
17-05-2022_20-34-50 | Received real pos: (-0.582314,1.007822,1.095995)
17-05-2022_20-34-50 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-1.102918,1.100655,0.925616)
17-05-2022_20-34-51 | Received real pos: (-0.690601,1.023440,1.068229)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-1.048568,1.094144,0.944394)
17-05-2022_20-34-51 | Received real pos: (-0.492654,1.027547,1.136461)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.995294,1.092903,0.963341)
17-05-2022_20-34-51 | Received real pos: (-0.450385,1.080210,1.157135)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.955320,1.095145,0.976726)
17-05-2022_20-34-51 | Received real pos: (-0.546445,1.118077,1.113640)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.899523,1.101640,0.995955)
17-05-2022_20-34-51 | Received real pos: (-0.328813,1.168073,1.192627)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.843742,1.108096,1.012049)
17-05-2022_20-34-51 | Received real pos: (-0.273191,1.174131,1.176669)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.802856,1.111458,1.021845)
17-05-2022_20-34-51 | Received real pos: (-0.384659,1.145845,1.122043)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.748270,1.112017,1.036991)
17-05-2022_20-34-51 | Received real pos: (-0.189941,1.117736,1.191911)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.704925,1.110084,1.048240)
17-05-2022_20-34-51 | Received real pos: (-0.261571,1.090313,1.163299)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.648483,1.103639,1.062493)
17-05-2022_20-34-51 | Received real pos: (-0.071172,1.037716,1.208279)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.592207,1.093847,1.076326)
17-05-2022_20-34-51 | Received real pos: (-0.016598,0.993691,1.217816)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.549025,1.086967,1.085196)
17-05-2022_20-34-51 | Received real pos: (-0.107347,1.016595,1.175922)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.491863,1.079085,1.096733)
17-05-2022_20-34-51 | Received real pos: (0.092814,0.998465,1.214738)
17-05-2022_20-34-51 | Recommend Rotation: 0.250000
17-05-2022_20-34-51 | Received virt pos: (-0.449122,1.076120,1.103858)
17-05-2022_20-34-51 | Received real pos: (-0.011951,1.045793,1.176736)
