Time,VirtualPosition,RealPosition,Recommendation
"2022-05-15 17:45:31","(0.000000,1.117600,0.000000)","(0.000000,1.117600,0.000000)",0.000000
"2022-05-15 17:45:31","(0.034767,1.113994,0.188342)","(0.390382,1.077111,2.114822)",0.000000
"2022-05-15 17:45:31","(0.040968,1.113345,0.193920)","(0.104393,1.106707,0.250925)",0.000000
"2022-05-15 17:45:31","(0.047419,1.113901,0.198365)","(0.113400,1.119588,0.243821)",0.000000
"2022-05-15 17:45:31","(0.049703,1.114556,0.199843)","(0.073068,1.121255,0.215040)",0.250000
"2022-05-15 17:45:31","(0.052115,1.114709,0.201178)","(0.076773,1.116275,0.214848)",0.250000
"2022-05-15 17:45:31","(0.055296,1.115365,0.203184)","(0.087845,1.122075,0.223613)",0.250000
"2022-05-15 17:45:31","(0.058603,1.115000,0.204586)","(0.092430,1.111266,0.218957)",0.250000
"2022-05-15 17:45:31","(0.061174,1.113647,0.205488)","(0.087465,1.099808,0.214733)",0.250000
"2022-05-15 17:45:31","(0.065082,1.110478,0.207062)","(0.105063,1.078065,0.223181)",0.250000
"2022-05-15 17:45:31","(0.069171,1.106426,0.211430)","(0.110988,1.064980,0.256090)",0.250000
"2022-05-15 17:45:31","(0.072562,1.104853,0.217488)","(0.107245,1.088764,0.279446)",0.144273
"2022-05-15 17:45:31","(0.076432,1.102898,0.230563)","(0.116026,1.082901,0.364339)",-0.019969
"2022-05-15 17:45:31","(0.079162,1.097769,0.241987)","(0.107072,1.045308,0.358781)",-0.054904
"2022-05-15 17:45:31","(0.081883,1.092603,0.259344)","(0.109729,1.039763,0.436954)",-0.089810
"2022-05-15 17:45:32","(0.083099,1.091361,0.282614)","(0.095523,1.078658,0.520637)",-0.128532
"2022-05-15 17:45:32","(0.083864,1.089793,0.303667)","(0.091692,1.073754,0.519005)",-0.137783
"2022-05-15 17:45:32","(0.084700,1.085141,0.336816)","(0.093250,1.037558,0.675811)",-0.110882
"2022-05-15 17:45:32","(0.084457,1.077803,0.367210)","(0.081971,1.002748,0.678067)",-0.127388
"2022-05-15 17:45:32","(0.083046,1.067068,0.411110)","(0.068612,0.957266,0.860170)",-0.110729
"2022-05-15 17:45:32","(0.079371,1.057024,0.461194)","(0.041790,0.954290,0.973526)",-0.115429
"2022-05-15 17:45:32","(0.074305,1.053486,0.500918)","(0.022482,1.017298,0.907162)",-0.151314
"2022-05-15 17:45:32","(0.064048,1.064131,0.555542)","(-0.040854,1.173013,1.114272)",-0.149670
"2022-05-15 17:45:32","(0.051204,1.073280,0.612451)","(-0.080169,1.166859,1.194518)",-0.156492
"2022-05-15 17:45:32","(0.044307,1.083747,0.644256)","(-0.026252,1.190808,0.969658)",-0.186873
"2022-05-15 17:45:32","(0.038346,1.097148,0.693706)","(-0.022613,1.234218,1.199491)",-0.101523
